School ID,Metro Code,Apple Mac Code,PC Code,Poverty Level Code,Avg Household Income ,Title 1 Code,Software budget per head,Training Budget Per head,Lunch Program Eligible Students,Affluence Indicator
72045,T,K,F,C,F,D,G,C,218,4
72051,T,K,E,B,F,B,G,C,140,2
72063,S,D,F,B,M,A,C,A,225,3
72069,S,D,F,B,M,A,C,A,209,3
72087,R,F,A,B,K,A,C,A,158,2
72105,S,C,F,C,J,C,C,A,340,4
72123,S,C,G,C,H,B,F,C,194,4
72126,S,C,G,C,H,B,F,C,377,4
72183,S,A,G,B,N,A,C,A,97,3
72207,S,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
72213,S,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
72228,S,F,H,A,Q,A,C,A,20,5
72234,S,D,G,A,P,A,C,A,67,4
72246,S,D,G,A,P,A,C,A,46,4
72279,S,F,G,A,O,A,H,A,170,4
72282,S,F,G,A,O,A,H,A,47,4
72285,S,F,G,A,O,A,H,A,20,4
72288,S,F,G,A,O,A,H,A,60,4
72309,S,E,D,C,J,D,F,C,267,4
72312,S,E,G,B,N,B,C,A,131,5
72315,S,E,G,B,N,B,C,A,187,5
72324,S,NULL,NULL,NULL,N,NULL,NULL,NULL,0,5
72330,S,F,E,B,N,A,C,A,0,4
72336,S,F,E,B,N,A,C,A,48,4
72339,S,F,E,B,N,A,C,A,42,4
72342,S,F,E,B,N,A,C,A,64,4
72411,S,NULL,NULL,NULL,J,NULL,NULL,NULL,0,2
72444,S,A,G,B,O,A,C,A,181,4
72447,S,A,G,B,O,A,C,A,140,4
72459,S,E,E,B,O,A,F,C,155,4
72522,S,F,A,B,L,A,C,A,67,3
72534,S,K,E,D,H,D,F,C,606,4
72537,S,E,G,B,H,B,C,A,82,2
72552,S,F,E,C,K,B,F,C,91,4
72621,S,NULL,NULL,NULL,M,NULL,NULL,NULL,0,3
72666,S,F,E,C,J,B,F,C,134,3
72675,S,D,F,C,F,C,G,C,473,3
72699,S,B,F,C,I,C,G,C,190,4
72702,S,B,F,C,I,C,G,C,253,4
72705,S,B,F,C,I,C,G,C,154,4
72747,S,E,D,C,L,D,F,C,153,5
72762,S,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
72783,U,NULL,NULL,NULL,E,NULL,NULL,NULL,0,2
73041,S,H,C,B,N,A,C,A,200,5
73044,S,H,C,B,L,B,G,D,153,5
73050,S,B,H,B,L,A,C,A,44,3
73056,S,NULL,NULL,NULL,L,NULL,NULL,NULL,0,4
73125,U,NULL,NULL,NULL,A,NULL,NULL,NULL,0,1
73161,S,H,C,B,M,B,G,D,30,4
73176,S,NULL,NULL,NULL,F,NULL,NULL,NULL,0,1
73185,S,NULL,NULL,NULL,F,NULL,NULL,NULL,0,1
73206,S,NULL,NULL,NULL,F,NULL,NULL,NULL,0,1
73248,U,H,I,C,K,D,G,G,411,5
73263,S,NULL,NULL,NULL,J,NULL,NULL,NULL,0,2
73266,S,B,G,C,J,B,F,C,197,3
73272,S,F,G,B,J,B,C,A,331,2
73278,S,B,G,C,J,B,F,C,100,3
73335,S,F,G,A,L,A,H,A,55,2
73344,S,H,C,B,L,B,G,D,126,3
73383,S,NULL,NULL,NULL,M,NULL,NULL,NULL,0,3
73395,S,D,F,B,M,A,C,A,50,2
73404,S,NULL,NULL,NULL,M,NULL,NULL,NULL,0,3
73416,S,F,H,A,O,A,C,A,35,4
73419,S,F,H,A,O,A,C,A,47,4
73434,S,NULL,NULL,NULL,O,NULL,NULL,NULL,0,4
73446,S,F,H,A,O,A,C,A,25,4
73473,S,H,C,B,O,A,C,A,45,5
73476,S,H,C,B,O,A,C,A,190,5
73482,S,F,F,B,N,A,C,A,102,3
73491,S,F,F,B,N,A,C,A,107,3
73497,S,NULL,NULL,NULL,N,NULL,NULL,NULL,0,4
73500,S,F,F,B,N,A,C,A,152,3
73518,S,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
73539,S,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
73554,S,NULL,NULL,NULL,H,NULL,NULL,NULL,0,2
73563,S,E,G,B,L,A,Z,Z,159,3
73572,S,E,G,B,L,A,Z,Z,210,3
73575,S,E,G,B,L,A,Z,Z,78,3
73578,S,E,E,B,L,A,H,G,75,4
73581,S,E,G,B,L,A,Z,Z,53,3
73590,S,E,D,C,L,D,G,C,629,5
73596,R,A,G,B,N,B,H,G,130,4
73602,R,B,F,B,Z,B,H,G,171,2
73620,S,C,H,B,O,A,C,A,150,4
73623,S,C,H,B,O,A,C,A,175,4
73626,S,G,G,A,O,A,C,A,13,4
73632,S,C,H,B,O,A,C,A,38,4
73638,S,G,G,A,O,A,C,A,40,4
73641,S,G,G,A,O,A,C,A,37,4
73650,S,C,H,B,O,A,C,A,119,4
73653,R,E,F,C,G,C,H,G,230,3
73656,S,C,H,B,P,A,C,A,51,4
73659,R,E,E,B,L,A,H,G,219,4
73668,R,E,E,B,L,A,H,G,263,4
73680,R,K,F,B,J,B,H,F,154,2
73686,S,E,E,B,L,B,C,A,202,4
73698,R,B,F,C,L,B,H,G,139,5
73716,S,B,F,B,M,A,F,C,226,3
73737,T,D,F,C,J,B,H,G,170,2
73740,T,D,F,C,J,B,H,G,218,2
73746,T,D,F,C,J,B,H,G,392,2
73770,S,D,F,C,D,D,Z,Z,185,3
73782,S,D,F,C,D,D,Z,Z,448,3
73803,S,D,F,C,D,D,Z,Z,332,3
73809,S,D,F,C,D,D,Z,Z,322,3
73845,S,D,H,C,E,C,C,A,464,2
73851,S,D,H,C,E,C,C,A,179,2
73857,S,D,H,C,E,C,C,A,214,2
73860,S,D,H,C,E,C,C,A,655,2
73872,S,D,H,C,E,C,C,A,330,2
73878,R,D,H,C,E,C,C,A,153,2
73884,R,D,F,C,J,D,Z,Z,99,5
73902,R,D,F,C,D,D,Z,Z,83,3
73917,R,D,H,C,D,C,C,A,130,2
73920,R,D,H,C,G,C,C,A,173,3
73926,R,K,F,C,J,C,H,G,58,2
73929,R,K,F,C,J,C,H,G,137,2
73938,R,E,F,C,E,D,F,C,251,3
73977,T,G,G,C,I,B,H,G,224,2
73989,T,G,G,C,I,B,H,G,230,2
74040,R,K,F,C,H,C,H,G,193,3
74085,S,C,H,B,L,A,C,A,88,2
74115,S,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
74118,S,C,H,B,L,A,C,A,69,2
74142,S,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
74148,R,D,F,B,J,B,F,C,161,2
74175,S,H,C,B,J,A,C,A,76,2
74181,S,E,G,B,J,B,C,A,468,2
74193,R,F,D,B,M,B,H,F,130,4
74199,S,C,H,B,N,A,C,A,144,4
74202,S,H,C,B,N,A,C,A,30,4
74241,S,H,C,B,J,A,C,A,87,2
74292,T,E,E,B,K,B,G,D,136,4
74295,T,E,E,B,K,B,G,D,129,4
74310,T,E,E,B,K,B,G,D,156,4
74316,S,D,F,C,J,B,C,A,194,4
74325,S,D,F,C,J,B,C,A,153,4
74340,S,D,G,A,P,A,E,A,121,4
74343,S,NULL,NULL,NULL,P,NULL,NULL,NULL,0,5
74346,S,D,G,A,P,A,E,A,76,4
74361,R,F,D,B,L,B,H,F,104,3
74379,R,F,F,C,J,C,H,G,120,4
74382,R,F,F,C,J,C,H,G,130,4
74391,S,D,F,B,I,B,F,C,269,2
74394,R,C,D,C,J,C,H,G,154,2
74424,R,D,G,C,Z,B,H,F,93,4
74433,T,E,F,B,G,A,B,A,202,2
74454,R,F,B,C,I,C,B,A,33,5
74466,R,F,F,C,J,C,H,G,227,5
74472,T,NULL,NULL,NULL,I,NULL,NULL,NULL,0,2
74475,T,E,E,B,I,B,H,G,248,2
74493,R,E,G,C,I,B,H,G,333,4
74514,T,K,E,C,J,B,H,G,220,3
74520,T,K,E,C,J,B,H,G,193,3
74535,NULL,NULL,NULL,NULL,L,NULL,NULL,NULL,0,2
74538,T,F,B,C,G,C,B,A,40,4
74544,T,F,B,C,G,C,B,A,28,4
74553,T,F,B,C,G,C,B,A,314,4
74565,T,NULL,NULL,NULL,G,NULL,NULL,NULL,0,2
74628,T,C,E,C,H,B,H,G,183,2
74637,R,C,F,C,I,B,H,G,154,3
74646,R,NULL,NULL,NULL,L,NULL,NULL,NULL,0,2
74661,T,D,D,B,I,B,H,G,182,2
74667,T,D,D,B,I,B,H,G,93,2
74676,NULL,NULL,NULL,NULL,J,NULL,NULL,NULL,0,3
74682,R,C,H,B,J,A,H,G,252,2
74703,S,NULL,NULL,NULL,J,NULL,NULL,NULL,0,2
74724,S,NULL,NULL,NULL,I,NULL,NULL,NULL,0,2
74745,S,K,G,B,J,B,H,G,200,2
74763,S,NULL,NULL,NULL,J,NULL,NULL,NULL,0,2
74772,S,NULL,NULL,NULL,J,NULL,NULL,NULL,0,2
74775,S,NULL,NULL,NULL,J,NULL,NULL,NULL,0,2
74781,S,F,E,B,J,B,F,C,173,2
74802,T,NULL,NULL,NULL,H,NULL,NULL,NULL,0,2
74805,R,D,F,C,K,B,H,G,169,3
74814,R,E,F,B,F,B,H,G,115,2
74817,R,E,F,B,F,B,H,G,127,2
74832,NULL,NULL,NULL,NULL,K,NULL,NULL,NULL,0,3
74835,NULL,NULL,NULL,NULL,K,NULL,NULL,NULL,0,3
74838,NULL,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
74844,NULL,G,F,B,J,B,F,C,117,2
74853,NULL,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
74856,T,K,G,C,G,C,F,C,224,2
74871,R,A,E,C,I,B,G,D,302,3
74889,T,F,F,B,J,B,C,A,124,2
74898,T,F,F,B,J,B,C,A,147,2
74913,T,F,F,B,J,B,C,A,107,2
74919,T,F,F,B,J,B,C,A,405,2
74922,T,F,F,B,J,B,C,A,209,2
74925,R,F,F,B,M,B,C,A,69,4
74952,R,C,H,B,L,B,H,G,188,4
74997,R,C,H,B,K,B,H,G,256,3
75003,S,D,F,A,Q,A,B,A,47,4
75006,S,D,F,A,Q,A,B,A,87,4
75012,S,D,F,A,Q,A,B,A,56,4
75015,S,D,F,A,Q,A,B,A,30,4
75027,R,F,F,B,M,B,C,A,77,4
75036,R,F,E,B,L,A,C,A,144,2
75039,R,F,E,B,L,A,C,A,92,2
75042,R,F,E,B,L,A,C,A,192,2
75066,R,A,E,B,L,A,Z,Z,259,4
75069,R,A,E,B,L,A,Z,Z,330,4
75075,S,G,H,A,L,A,C,A,139,2
75081,S,G,H,A,Q,A,C,A,121,4
75084,S,G,H,A,Q,A,C,A,50,4
75087,T,A,F,B,F,B,H,G,163,1
75096,T,E,D,B,F,B,H,G,225,1
75114,T,E,B,C,F,B,H,G,110,1
75144,R,K,G,B,L,A,H,F,162,2
75150,R,E,F,B,L,B,H,G,352,4
75156,R,E,F,B,L,B,H,G,253,4
75159,R,E,E,B,K,A,F,Z,112,2
75162,T,NULL,NULL,NULL,I,NULL,NULL,NULL,0,2
75168,T,E,E,B,I,B,H,G,205,2
75171,T,E,E,B,I,B,H,G,130,2
75192,T,E,E,B,I,B,H,G,138,2
75210,T,G,F,C,H,C,H,G,252,3
75219,T,A,G,C,H,C,H,G,142,2
75228,T,K,G,B,J,B,D,A,157,3
75240,T,K,G,B,J,B,D,A,218,3
75252,T,B,E,C,K,B,F,C,287,3
75381,R,D,G,C,I,B,H,F,168,3
75390,R,D,G,C,I,B,H,F,230,3
75402,T,NULL,NULL,NULL,C,NULL,NULL,NULL,0,1
75411,R,C,H,B,J,B,H,G,115,2
75414,R,D,G,C,J,B,H,F,273,3
75426,R,D,G,C,G,B,H,F,443,2
75438,S,D,G,B,L,A,F,C,131,2
75450,R,K,G,C,I,C,H,G,194,3
75453,R,B,D,C,F,C,H,G,58,4
75465,R,E,F,C,H,C,H,G,210,3
75468,R,C,E,C,H,B,H,G,69,4
75477,R,D,G,C,J,B,H,F,166,3
75486,R,C,E,C,I,B,H,G,128,4
75501,T,NULL,NULL,NULL,F,NULL,NULL,NULL,0,1
75516,T,D,G,C,J,C,B,A,136,2
75528,NULL,E,G,C,J,C,C,A,176,4
75531,NULL,E,G,C,J,C,C,A,222,4
75540,R,A,E,C,F,C,H,F,304,2
75546,R,D,G,C,F,C,H,G,144,3
75552,R,D,G,C,F,C,H,G,291,3
75675,R,C,E,C,D,B,H,B,124,2
75684,R,B,D,C,D,C,H,G,123,3
75738,R,NULL,NULL,NULL,I,NULL,NULL,NULL,0,2
75771,T,F,G,B,J,C,C,A,200,5
75774,R,E,G,C,J,C,C,A,198,4
75777,R,E,G,C,J,C,C,A,223,4
75822,R,G,B,B,I,B,B,A,120,2
75828,NULL,A,F,B,O,A,H,G,114,4
75831,NULL,H,D,B,O,B,C,A,85,4
75840,S,E,E,C,J,B,G,C,283,3
75849,S,E,E,C,J,B,G,C,367,2
75861,R,G,B,B,L,B,B,A,143,2
75876,T,E,F,C,J,C,F,C,188,3
75924,R,D,E,B,K,B,H,G,192,3
75969,U,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
75975,U,G,H,D,B,D,G,H,593,2
75990,U,G,H,D,A,D,G,H,572,2
76017,U,G,H,D,G,D,G,H,751,5
76077,U,G,H,D,H,D,G,H,624,5
76104,R,H,F,B,L,B,H,G,152,3
76107,R,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
76110,R,D,E,B,L,B,H,G,154,3
76119,R,H,D,B,L,B,C,A,217,2
76140,U,NULL,NULL,NULL,K,NULL,NULL,NULL,0,2
76143,U,G,C,B,K,A,H,G,116,2
76146,U,G,C,B,K,A,H,G,161,2
76152,S,G,H,D,J,D,G,H,503,5
76158,S,E,K,C,J,B,F,C,378,2
76167,S,G,C,B,J,A,H,G,106,1
76224,U,NULL,NULL,NULL,G,NULL,NULL,NULL,0,2
76242,U,NULL,NULL,NULL,G,NULL,NULL,NULL,0,2
76263,R,K,F,C,I,C,H,G,271,2
76275,T,NULL,NULL,NULL,I,NULL,NULL,NULL,0,2
76293,S,K,H,B,I,B,C,A,211,2
76305,T,D,F,B,J,B,H,E,236,2
76308,R,C,H,C,F,C,H,G,204,3
76311,R,C,H,C,F,C,H,G,228,3
76326,S,K,H,B,L,B,C,A,208,3
76329,S,K,H,B,L,B,C,A,240,3
76335,S,K,H,B,L,B,C,A,218,3
76368,T,F,F,C,H,B,H,G,235,1
76389,NULL,D,F,B,I,B,H,E,148,2
76392,NULL,NULL,NULL,NULL,Z,NULL,NULL,NULL,0,2
76407,T,D,F,B,J,B,H,E,173,2
76419,T,K,F,C,K,C,H,F,239,5
76425,T,NULL,NULL,NULL,K,NULL,NULL,NULL,0,2
76440,R,E,B,B,J,B,H,F,95,4
76449,R,K,F,C,I,C,H,G,158,2
76494,R,K,E,C,I,B,H,G,132,1
76503,R,C,G,C,F,C,H,G,238,2
76512,R,K,E,C,H,C,H,G,111,3
76635,R,B,G,C,J,B,H,G,284,4
76695,R,F,H,B,J,B,H,G,132,2
76707,R,F,H,B,J,B,H,G,143,2
76710,R,F,H,B,J,B,H,G,182,2
76728,R,B,D,C,I,B,H,G,178,2
76731,R,D,F,C,H,B,H,G,198,1
76764,R,D,F,C,G,B,H,G,257,2
76767,R,D,F,C,G,B,H,G,238,2
76788,R,D,F,C,G,B,H,G,188,2
76791,R,D,F,C,G,B,H,G,223,2
76926,NULL,NULL,NULL,NULL,O,NULL,NULL,NULL,0,4
76989,R,D,H,B,M,B,B,A,263,4
77085,S,H,F,B,M,A,B,A,350,2
77229,S,E,G,B,N,A,C,A,60,3
77238,S,E,G,B,N,A,C,A,84,3
77376,T,K,F,C,K,C,F,C,292,5
77382,T,K,F,C,K,C,F,C,118,5
77775,T,F,E,B,L,B,B,A,262,3
77820,R,E,C,B,L,B,H,G,211,3
77826,T,F,E,B,L,B,B,A,140,3
77835,T,F,E,B,L,B,B,A,534,3
77856,T,F,E,B,L,B,B,A,217,3
77892,R,D,F,B,L,B,B,A,143,4
77952,R,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
77979,NULL,E,F,C,L,C,G,E,141,5
77982,NULL,E,F,C,L,C,G,E,220,5
78012,NULL,E,F,C,L,C,G,E,93,5
78063,S,E,G,B,L,A,C,A,108,3
78072,S,E,G,B,M,A,C,A,82,3
78138,T,D,F,B,O,B,B,A,95,5
78162,S,E,G,B,M,A,C,A,159,3
78231,U,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
78288,S,E,G,B,J,A,C,A,142,2
78294,U,H,F,D,B,D,C,A,523,2
78300,S,NULL,NULL,NULL,J,NULL,NULL,NULL,0,2
78486,S,NULL,NULL,NULL,N,NULL,NULL,NULL,0,4
78516,R,C,G,B,N,B,B,A,185,3
78759,U,D,H,C,I,D,H,B,289,4
78777,S,NULL,NULL,NULL,M,NULL,NULL,NULL,0,3
78807,U,G,E,C,F,C,B,A,340,2
78837,U,G,E,C,F,C,B,A,322,2
78861,S,D,F,B,J,B,C,A,183,3
78876,U,G,E,C,F,C,B,A,500,2
78888,R,E,E,C,I,B,H,E,177,2
78891,R,E,E,C,I,B,H,E,297,2
78894,R,G,E,C,M,C,B,A,131,5
78903,T,G,B,B,L,B,G,C,170,3
78906,T,F,F,B,L,B,C,A,116,4
78909,T,F,F,B,L,B,C,A,121,4
78918,T,F,F,B,L,B,C,A,294,4
78921,T,F,F,B,L,B,C,A,267,4
78924,T,F,F,B,L,B,C,A,238,4
78945,T,NULL,NULL,NULL,G,NULL,NULL,NULL,0,2
78969,R,A,G,C,J,C,G,C,177,4
78975,S,E,F,B,M,A,F,C,144,3
78984,S,E,F,B,M,A,F,C,200,3
78987,S,E,F,B,M,A,F,C,157,3
79062,R,K,E,C,J,B,H,G,105,3
79068,R,K,E,C,J,B,H,G,153,3
79074,NULL,E,E,C,I,B,H,G,176,2
79146,T,E,F,B,K,B,H,G,69,4
79152,T,E,F,B,K,B,H,G,101,4
79182,T,E,H,B,J,B,H,G,165,2
79251,T,E,E,C,D,C,B,A,645,2
79263,T,G,F,B,J,B,B,A,239,3
79272,T,K,K,C,D,C,Z,Z,0,2
79281,T,E,E,C,D,C,B,A,0,2
79317,R,B,F,C,I,B,H,G,388,2
79362,T,K,F,C,B,C,H,G,261,2
79392,T,E,E,B,L,B,H,G,269,4
79395,T,E,E,B,L,B,H,G,213,4
79461,R,NULL,NULL,NULL,M,NULL,NULL,NULL,0,3
79617,S,G,F,B,P,A,C,A,37,5
79659,S,D,H,B,N,A,C,A,183,4
79734,S,B,F,C,L,B,C,A,276,3
79737,S,B,F,C,L,B,C,A,426,3
79740,S,B,F,C,L,B,C,A,136,3
79806,S,D,H,A,O,A,C,A,128,4
79929,U,F,H,D,A,D,G,H,778,2
80064,S,H,H,B,N,A,C,A,213,4
80079,S,H,H,B,P,A,C,A,229,5
80232,R,B,F,C,G,B,H,G,273,2
80250,R,B,D,C,I,B,H,G,104,4
80280,R,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
80286,R,E,H,B,L,A,B,A,472,3
80289,R,E,H,B,L,A,B,A,740,3
80427,R,G,F,B,M,B,B,A,103,4
80445,R,E,F,B,L,B,B,A,298,4
80553,U,G,H,C,F,C,C,A,523,2
80556,U,G,H,C,F,C,C,A,476,2
80559,U,G,H,C,F,C,C,A,208,2
80562,U,G,H,C,F,C,C,A,372,2
80568,U,G,H,C,F,C,C,A,577,2
80577,U,G,H,C,F,C,C,A,330,2
80580,U,G,H,C,F,C,C,A,393,2
80583,U,G,H,C,F,C,C,A,411,2
80595,U,G,H,C,F,C,C,A,396,2
80598,S,E,C,C,J,B,F,C,224,4
80604,U,G,H,C,F,C,C,A,406,2
80607,U,G,H,C,F,C,C,A,225,2
80613,S,B,E,B,H,B,F,C,320,2
80631,U,G,H,C,G,C,C,A,0,2
80646,U,G,H,C,G,C,C,A,254,2
80661,U,G,H,C,E,C,C,A,602,1
80664,U,G,H,C,F,C,C,A,1201,2
80667,U,G,H,C,E,C,C,A,188,1
80679,S,E,F,C,H,C,G,D,446,3
80688,S,E,C,C,I,B,F,C,207,3
80691,S,E,C,C,I,B,F,C,290,3
80718,U,E,F,C,H,C,B,A,131,2
80727,U,NULL,NULL,NULL,H,NULL,NULL,NULL,0,2
80730,U,E,F,C,H,C,B,A,259,2
80733,U,E,F,C,H,C,B,A,347,2
80754,R,D,E,B,J,B,H,G,169,3
80757,NULL,D,E,B,L,B,H,G,105,4
80781,R,G,F,B,J,B,B,A,114,4
80796,S,D,D,D,F,D,G,C,93,2
80805,S,D,D,D,F,D,G,C,326,2
80808,S,E,F,C,K,C,B,A,111,3
80820,S,D,F,C,I,B,C,A,357,2
80841,S,NULL,NULL,NULL,K,NULL,NULL,NULL,0,3
80871,T,G,F,B,K,B,B,A,106,4
80886,T,G,F,B,K,B,B,A,350,4
80889,T,G,F,B,K,B,B,A,121,4
80895,U,NULL,NULL,NULL,A,NULL,NULL,NULL,0,1
80970,S,NULL,NULL,NULL,J,NULL,NULL,NULL,0,2
80985,S,F,F,C,J,C,C,A,936,3
81036,R,D,F,C,K,B,H,G,248,5
81042,R,D,F,C,K,B,H,G,193,5
81069,R,D,F,C,L,B,H,G,97,5
81072,R,A,G,C,L,B,H,G,205,4
81096,T,E,F,C,K,B,H,G,318,4
81099,T,E,F,C,K,B,H,G,207,4
81204,S,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
81399,S,NULL,NULL,NULL,O,NULL,NULL,NULL,0,4
81642,S,NULL,NULL,NULL,O,NULL,NULL,NULL,0,4
81678,S,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
81759,S,C,F,D,B,D,D,B,197,4
81858,S,G,F,B,M,B,F,A,210,5
81981,S,E,G,B,O,A,C,A,185,5
81999,S,E,H,A,M,A,H,H,121,3
82026,S,E,F,A,Q,A,F,C,111,5
82056,S,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
82101,S,E,G,B,P,A,C,A,112,5
82116,S,E,H,A,N,A,C,A,101,4
82119,S,E,H,A,N,A,C,A,68,4
82143,S,E,H,A,O,A,C,A,52,5
82158,S,E,H,A,O,A,C,A,66,5
82260,S,E,G,B,O,A,C,A,150,4
82278,S,E,H,A,N,A,H,H,102,3
82284,S,E,H,A,N,A,H,H,155,3
82533,S,B,G,B,N,A,C,A,222,4
82707,S,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
82761,S,E,G,B,M,A,C,A,79,4
83022,U,J,J,D,I,D,G,H,282,5
83073,U,J,J,D,A,D,G,H,515,2
83109,U,J,J,D,A,D,G,H,719,2
83286,U,J,J,D,M,D,G,H,293,5
84270,S,B,H,C,N,C,C,A,281,5
84273,S,B,H,C,N,C,C,A,316,5
84420,S,F,G,B,P,B,C,A,220,5
84423,S,F,G,B,Q,B,C,A,380,5
84501,S,D,E,B,N,B,C,A,237,5
84510,S,D,E,B,N,B,C,A,219,5
84522,S,F,G,B,O,B,C,A,201,5
84669,S,E,H,A,O,A,C,A,101,4
84798,S,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
84990,S,D,F,C,L,C,C,A,704,5
85089,S,NULL,NULL,NULL,P,NULL,NULL,NULL,0,5
85200,NULL,NULL,NULL,NULL,Z,NULL,NULL,NULL,0,5
85245,S,C,F,B,O,A,F,C,120,4
85248,S,C,F,B,O,A,F,C,176,4
85269,R,E,F,B,O,A,H,G,202,5
85281,S,E,G,B,N,B,C,A,289,4
85326,U,B,H,D,A,D,G,H,512,1
85335,U,NULL,NULL,NULL,A,NULL,NULL,NULL,0,1
85344,U,B,H,D,A,D,G,H,880,1
85398,S,NULL,NULL,NULL,N,NULL,NULL,NULL,0,4
85467,S,NULL,NULL,NULL,M,NULL,NULL,NULL,0,3
85488,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,0,1
85518,S,H,H,C,O,D,G,E,166,5
85536,S,H,H,C,O,D,G,E,208,5
85542,S,E,H,B,K,B,G,E,209,3
85581,R,E,G,A,Q,A,Z,Z,161,4
85620,S,F,H,C,O,C,G,D,197,5
85677,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,0,1
85692,S,F,H,C,L,D,H,E,43,5
85695,S,F,H,C,L,D,H,E,229,5
85707,S,F,H,C,L,D,H,E,562,5
85776,U,E,H,B,G,B,G,E,384,1
85815,S,E,H,B,Q,B,G,E,150,5
85818,S,E,H,B,Q,B,G,E,181,5
85821,S,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
85824,S,F,H,C,K,C,G,D,479,5
85830,S,F,H,C,K,C,G,D,189,5
85866,U,NULL,NULL,NULL,I,NULL,NULL,NULL,0,3
85950,S,F,H,C,O,C,G,D,87,5
85962,S,E,H,B,N,B,G,E,288,5
85974,S,E,H,B,P,B,G,E,112,5
85977,S,E,H,B,P,B,G,E,134,5
85980,S,E,H,B,P,B,G,E,135,5
86127,R,D,G,B,N,B,G,D,147,5
86151,R,F,E,B,M,B,G,D,228,5
86169,S,F,E,B,L,B,G,D,169,5
86193,T,F,E,B,K,B,G,D,255,5
86217,S,A,G,C,J,C,E,C,343,4
86226,S,A,G,C,J,C,E,C,343,4
86244,T,F,F,C,L,C,G,D,190,5
86259,T,K,H,C,K,C,G,D,372,5
86265,T,K,H,C,K,C,G,D,290,5
86268,T,K,H,C,K,C,G,D,295,5
86298,T,F,F,C,L,C,G,D,377,5
86301,T,F,F,C,L,C,G,D,230,5
86304,T,C,H,C,M,C,G,D,210,5
86307,T,F,F,C,L,C,G,D,220,5
86340,S,D,G,B,M,B,G,D,408,5
86343,S,D,G,B,M,B,G,D,170,5
86352,S,D,G,B,M,B,G,D,153,5
86385,U,I,I,C,P,D,G,E,300,5
86535,U,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
86598,U,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
86712,U,I,I,C,L,D,G,E,612,5
86769,U,I,I,C,Q,D,G,E,686,5
86781,U,I,I,C,Q,D,G,E,284,5
86967,U,I,I,C,D,D,G,E,411,2
87069,U,I,I,C,C,D,G,E,371,2
87162,S,G,J,B,N,A,G,D,0,4
87189,S,E,H,B,O,B,H,E,380,5
87192,S,NULL,NULL,NULL,O,NULL,NULL,NULL,0,5
87195,S,G,J,B,O,A,G,D,81,4
87219,S,G,J,B,O,A,G,D,373,4
87234,NULL,G,J,B,Q,A,G,D,74,4
87243,NULL,F,H,B,N,A,G,E,105,5
87249,NULL,F,H,B,N,A,G,E,128,5
87261,R,F,H,B,Q,A,G,E,141,5
87312,T,H,J,A,Q,A,G,D,6,5
87321,T,H,J,A,Q,A,G,D,29,5
87327,S,G,J,B,Q,A,G,D,83,4
87330,S,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
87513,S,H,J,A,Q,A,G,D,166,5
87522,R,G,J,B,Q,A,G,D,84,4
87531,S,F,H,B,P,A,G,E,92,5
87540,S,F,H,B,P,A,G,E,158,5
87543,S,NULL,NULL,NULL,P,NULL,NULL,NULL,0,5
87546,S,F,H,B,P,A,G,E,104,5
87552,R,F,H,B,Q,A,G,E,46,5
87555,R,F,H,B,Q,A,G,E,43,5
87648,S,NULL,NULL,NULL,P,NULL,NULL,NULL,0,5
87651,S,NULL,NULL,NULL,P,NULL,NULL,NULL,0,5
87681,S,D,H,B,Q,A,G,E,218,4
87720,R,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
87744,S,F,H,B,O,A,G,D,176,4
87750,R,NULL,NULL,NULL,P,NULL,NULL,NULL,0,5
87780,R,D,H,B,N,A,G,E,195,4
87798,S,NULL,NULL,NULL,P,NULL,NULL,NULL,0,5
87867,NULL,E,H,B,P,A,G,D,165,3
87894,R,D,H,B,O,A,G,E,208,4
87909,R,D,H,B,Q,A,G,E,122,4
87954,R,E,H,B,Q,A,G,D,99,3
87975,S,NULL,NULL,NULL,O,NULL,NULL,NULL,0,4
