,ID,State,Subscription_End_Date,Expiring_Dollars,Expiring_Students,Renewal_Date,Metro_Code,Apple_Mac_Code,PC_Code,Poverty_Level_Code,Avg_Household_Income,Title_1_Code,Software_budget_per_head,Training_Budget_Per_head,Lunch_Program_Eligible_Students,Affluence_Indicator,Avg_Sell_price,Renew_delay,Days_group,Subscription_Status
1438,292836,Kentucky,2017-05-31,1750,250,ZZ,R,A,F,D,A,D,D,B,180.0,1.0,7.0,999,11.0,Not Renewed
1446,338967,Ohio,2017-05-31,1750,250,ZZ,S,B,H,B,P,B,G,C,207.0,3.0,7.0,999,11.0,Not Renewed
1450,436782,Iowa,2017-05-31,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
1456,499791,South Dakota,2017-05-31,1680,240,ZZ,R,ZZ,ZZ,ZZ,I,ZZ,ZZ,ZZ,0.0,3.0,7.0,999,11.0,Renewed
1460,565134,Illinois,2017-05-31,3500,500,ZZ,U,C,F,C,J,B,H,C,328.0,1.0,7.0,999,11.0,Renewed
1462,550488,Illinois,2017-05-31,1680,240,ZZ,ZZ,E,A,C,L,B,G,C,55.0,3.0,7.0,999,11.0,Renewed
1481,704721,Texas,2017-05-31,1680,240,ZZ,U,ZZ,ZZ,ZZ,C,ZZ,ZZ,ZZ,0.0,1.0,7.0,999,11.0,Renewed
1482,685509,Texas,2017-05-31,2142,306,ZZ,U,H,H,C,B,B,G,E,411.0,1.0,7.0,999,11.0,Not Renewed
1483,685626,Texas,2017-05-31,2821,403,ZZ,U,H,H,C,I,B,G,E,277.0,4.0,7.0,999,11.0,Renewed
1484,685782,Texas,2017-05-31,3542,506,ZZ,U,H,H,C,N,B,G,E,243.0,5.0,7.0,999,11.0,Renewed
1488,767637,Arizona,2017-05-31,2975,425,ZZ,U,H,B,C,J,C,E,D,344.0,2.0,7.0,999,11.0,Renewed
1492,786699,California,2017-05-31,2275,325,ZZ,U,J,J,D,J,D,D,A,269.0,4.0,7.0,999,11.0,Renewed
1493,796557,California,2017-05-31,2450,350,ZZ,U,G,H,C,P,C,E,A,1208.0,5.0,7.0,999,11.0,Not Renewed
1505,2107086,Missouri,2017-05-31,1680,240,ZZ,R,K,C,B,K,B,Z,Z,36.0,5.0,7.0,999,11.0,Renewed
1508,2119956,Pennsylvania,2017-05-31,2940,420,ZZ,R,C,G,C,F,C,H,G,148.0,2.0,7.0,999,11.0,Renewed
1509,2122884,Alabama,2017-05-31,3150,450,ZZ,S,G,H,C,L,B,G,D,174.0,4.0,7.0,999,11.0,Renewed
1513,3247842,Florida,2017-05-31,1680,240,ZZ,S,ZZ,ZZ,ZZ,G,ZZ,ZZ,ZZ,0.0,2.0,7.0,999,11.0,Renewed
1517,4945140,Missouri,2017-05-31,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
1519,5433681,Pennsylvania,2017-05-31,2695,385,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
1542,260511,Tennessee,2017-05-31,1680,240,ZZ,U,ZZ,ZZ,ZZ,D,ZZ,ZZ,ZZ,0.0,1.0,7.0,999,11.0,Renewed
1543,262317,Tennessee,2017-05-31,1680,240,ZZ,S,ZZ,ZZ,ZZ,Q,ZZ,ZZ,ZZ,0.0,5.0,7.0,999,11.0,Renewed
1545,115260,North Carolina,2017-05-31,3150,450,ZZ,T,D,H,C,D,C,G,D,267.0,1.0,7.0,999,11.0,Renewed
1546,110979,North Carolina,2017-05-31,1855,265,ZZ,R,E,H,D,F,D,G,D,296.0,3.0,7.0,999,11.0,Not Renewed
1547,111318,North Carolina,2017-05-31,1680,240,ZZ,R,E,H,C,A,C,H,F,239.0,1.0,7.0,999,11.0,Not Renewed
1549,101490,West Virginia,2017-05-31,1680,240,ZZ,R,C,H,C,B,C,G,D,0.0,1.0,7.0,999,11.0,Renewed
1550,102312,West Virginia,2017-05-31,3766,538,ZZ,S,K,H,C,K,B,G,D,230.0,4.0,7.0,999,11.0,Renewed
1551,102552,West Virginia,2017-05-31,1680,240,ZZ,S,K,H,C,I,B,G,D,66.0,3.0,7.0,999,11.0,Not Renewed
1552,101229,West Virginia,2017-05-31,1925,275,ZZ,S,C,H,C,Z,C,G,D,119.0,1.0,7.0,999,11.0,Not Renewed
1555,101595,West Virginia,2017-05-31,1680,240,ZZ,U,C,H,C,G,C,G,D,124.0,2.0,7.0,999,11.0,Not Renewed
1558,76242,Pennsylvania,2017-05-31,2380,340,ZZ,U,ZZ,ZZ,ZZ,G,ZZ,ZZ,ZZ,0.0,2.0,7.0,999,11.0,Renewed
1559,91971,Maryland,2017-05-31,1680,240,ZZ,S,ZZ,ZZ,ZZ,M,ZZ,ZZ,ZZ,0.0,4.0,7.0,999,11.0,Renewed
1565,343914,Ohio,2017-05-31,3185,455,ZZ,ZZ,K,F,C,J,B,G,C,292.0,1.0,7.0,999,11.0,Renewed
1569,332253,Ohio,2017-05-31,2730,390,ZZ,T,G,A,C,I,B,H,C,246.0,1.0,7.0,999,11.0,Renewed
1577,304512,Ohio,2017-05-31,1680,240,ZZ,U,H,I,D,A,D,F,B,350.0,1.0,7.0,999,11.0,Not Renewed
1580,329430,Ohio,2017-05-31,1680,240,ZZ,T,ZZ,ZZ,ZZ,J,ZZ,ZZ,ZZ,0.0,2.0,7.0,999,11.0,Renewed
1581,315870,Ohio,2017-05-31,2450,350,ZZ,S,F,H,B,O,A,H,C,93.0,5.0,7.0,999,11.0,Renewed
1591,588690,Missouri,2017-05-31,1925,275,ZZ,R,C,E,D,B,D,Z,Z,235.0,2.0,7.0,999,11.0,Renewed
1605,565074,Illinois,2017-05-31,1680,240,ZZ,U,C,F,C,J,B,H,C,190.0,1.0,7.0,999,11.0,Renewed
1607,643887,Arkansas,2017-05-31,2919,417,ZZ,U,E,H,D,L,D,G,D,202.0,5.0,7.0,999,11.0,Renewed
1611,663036,Oklahoma,2017-05-31,2821,403,ZZ,T,K,F,C,H,B,E,C,268.0,1.0,7.0,999,11.0,Renewed
1612,662586,Oklahoma,2017-05-31,2205,315,ZZ,T,K,E,C,H,B,E,C,267.0,1.0,7.0,999,11.0,Renewed
1613,685494,Texas,2017-05-31,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
1614,685602,Texas,2017-05-31,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
1615,685767,Texas,2017-05-31,2513,359,ZZ,U,H,H,C,N,B,G,E,270.0,5.0,7.0,999,11.0,Renewed
1617,683001,Texas,2017-05-31,2800,400,ZZ,S,E,G,C,M,B,H,E,377.0,4.0,7.0,999,11.0,Renewed
1618,704658,Texas,2017-05-31,2100,300,ZZ,R,D,E,C,I,B,E,C,194.0,1.0,7.0,999,11.0,Renewed
1621,758310,Utah,2017-05-31,1925,275,ZZ,S,H,J,C,L,B,D,A,274.0,3.0,7.0,999,11.0,Renewed
1626,769815,Arizona,2017-05-31,1680,240,ZZ,U,ZZ,ZZ,ZZ,C,ZZ,ZZ,ZZ,0.0,1.0,7.0,999,11.0,Renewed
1628,844203,California,2017-05-31,1680,240,ZZ,S,ZZ,ZZ,ZZ,Q,ZZ,ZZ,ZZ,0.0,5.0,7.0,999,11.0,Renewed
1634,892833,Washington,2017-05-31,1680,240,ZZ,T,G,F,C,H,C,E,D,82.0,3.0,7.0,999,11.0,Renewed
1647,2112732,Texas,2017-05-31,3269,467,ZZ,U,H,H,C,N,B,G,E,155.0,5.0,7.0,999,11.0,Renewed
1658,5544999,Maryland,2017-05-31,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
1659,5553651,Kansas,2017-05-31,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
1660,5017047,Idaho,2017-05-31,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
1661,3460005,Georgia,2017-05-31,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
1666,7341222,Ohio,2017-05-31,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
1673,90762,Maryland,2017-05-31,3780,540,ZZ,U,ZZ,ZZ,ZZ,O,ZZ,ZZ,ZZ,0.0,4.0,7.0,999,11.0,Renewed
1674,87522,Virginia,2017-05-31,1680,240,ZZ,R,G,J,B,Q,A,G,D,84.0,4.0,7.0,999,11.0,Not Renewed
1675,45477,New Jersey,2017-05-31,1680,240,ZZ,S,D,B,B,Q,B,F,C,0.0,5.0,7.0,999,11.0,Renewed
1677,73632,Pennsylvania,2017-05-31,2121,303,ZZ,S,C,H,B,O,A,C,A,38.0,4.0,7.0,999,11.0,Renewed
1678,73650,Pennsylvania,2017-05-31,1925,275,ZZ,S,C,H,B,O,A,C,A,119.0,4.0,7.0,999,11.0,Not Renewed
1680,113592,North Carolina,2017-05-31,2275,325,ZZ,R,D,H,C,J,C,G,D,274.0,2.0,7.0,999,11.0,Not Renewed
1681,102225,West Virginia,2017-05-31,1680,240,ZZ,R,K,H,C,Z,B,G,D,0.0,3.0,7.0,999,11.0,Renewed
1682,102306,West Virginia,2017-05-31,1680,240,ZZ,S,K,H,C,K,B,G,D,121.0,4.0,7.0,999,11.0,Not Renewed
1683,102477,West Virginia,2017-05-31,1680,240,ZZ,U,K,H,C,F,B,G,D,35.0,2.0,7.0,999,11.0,Renewed
1684,102540,West Virginia,2017-05-31,1680,240,ZZ,S,K,H,C,I,B,G,D,0.0,3.0,7.0,999,11.0,Renewed
1685,101226,West Virginia,2017-05-31,1680,240,ZZ,S,C,H,C,Z,C,G,D,0.0,1.0,7.0,999,11.0,Renewed
1686,101487,West Virginia,2017-05-31,1680,240,ZZ,R,C,H,C,B,C,G,D,0.0,1.0,7.0,999,11.0,Renewed
1693,237633,Alabama,2017-05-31,6300,900,ZZ,U,G,H,C,L,B,G,D,0.0,4.0,7.0,999,11.0,Renewed
1699,188772,Florida,2017-05-31,7000,1000,ZZ,S,J,J,C,N,C,G,E,701.0,4.0,7.0,999,11.0,Renewed
1702,315489,Ohio,2017-05-31,2800,400,ZZ,S,F,H,B,P,A,H,C,124.0,5.0,7.0,999,11.0,Renewed
1703,315840,Ohio,2017-05-31,3850,550,ZZ,S,F,H,B,O,A,H,C,137.0,5.0,7.0,999,11.0,Renewed
1706,292785,Kentucky,2017-05-31,2590,370,ZZ,ZZ,A,H,C,D,B,G,D,259.0,1.0,7.0,999,11.0,Renewed
1707,292914,Kentucky,2017-05-31,3500,500,ZZ,T,A,H,C,B,B,G,D,227.0,1.0,7.0,999,11.0,Renewed
1708,293043,Kentucky,2017-05-31,2450,350,ZZ,R,A,H,C,C,B,G,D,271.0,1.0,7.0,999,11.0,Renewed
1715,414036,Michigan,2017-05-31,1680,240,ZZ,S,E,H,B,M,B,G,C,174.0,3.0,7.0,999,11.0,Renewed
1716,616533,Nebraska,2017-05-31,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
1717,617295,Nebraska,2017-05-31,1680,240,ZZ,R,F,D,B,O,A,E,B,21.0,5.0,7.0,999,11.0,Renewed
1733,594396,Kansas,2017-05-31,2205,315,ZZ,T,K,F,C,H,C,E,B,221.0,2.0,7.0,999,11.0,Renewed
1734,595338,Kansas,2017-05-31,1960,280,ZZ,T,K,F,C,H,C,E,B,129.0,2.0,7.0,999,11.0,Renewed
1738,596529,Kansas,2017-05-31,1680,240,ZZ,T,ZZ,ZZ,ZZ,G,ZZ,ZZ,ZZ,0.0,1.0,7.0,999,11.0,Renewed
1740,565155,Illinois,2017-05-31,1680,240,ZZ,U,C,F,C,J,B,H,C,175.0,1.0,7.0,999,11.0,Renewed
1744,522207,Illinois,2017-05-31,1680,240,ZZ,S,K,E,B,O,A,G,B,45.0,3.0,7.0,999,11.0,Renewed
1748,431301,Iowa,2017-05-31,1680,240,ZZ,R,E,B,B,M,A,E,B,51.0,2.0,7.0,999,11.0,Renewed
1756,703434,Texas,2017-05-31,3115,445,ZZ,S,F,H,B,Q,A,G,E,415.0,5.0,7.0,999,11.0,Renewed
1757,704649,Texas,2017-05-31,1925,275,ZZ,R,D,E,C,I,B,E,C,131.0,1.0,7.0,999,11.0,Renewed
1760,682992,Texas,2017-05-31,4900,700,ZZ,S,E,G,C,M,B,H,E,497.0,4.0,7.0,999,11.0,Renewed
1761,685470,Texas,2017-05-31,3052,436,ZZ,U,H,H,C,H,B,G,E,329.0,2.0,7.0,999,11.0,Renewed
1762,685590,Texas,2017-05-31,2247,321,ZZ,U,H,H,C,I,B,G,E,435.0,3.0,7.0,999,11.0,Not Renewed
1763,685755,Texas,2017-05-31,3675,525,ZZ,U,H,H,C,I,B,G,E,361.0,4.0,7.0,999,11.0,Renewed
1765,624399,Louisiana,2017-05-31,2450,350,ZZ,U,ZZ,ZZ,ZZ,O,ZZ,ZZ,ZZ,0.0,4.0,7.0,999,11.0,Renewed
1766,753420,Idaho,2017-05-31,1680,240,ZZ,U,ZZ,ZZ,ZZ,G,ZZ,ZZ,ZZ,0.0,2.0,7.0,999,11.0,Renewed
1773,2123592,Kentucky,2017-05-31,2100,300,ZZ,R,A,H,C,D,B,G,D,255.0,1.0,7.0,999,11.0,Renewed
1774,2108286,Arizona,2017-05-31,1680,240,ZZ,R,A,B,C,Z,B,D,E,52.0,1.0,7.0,999,11.0,Renewed
1776,2105967,Minnesota,2017-05-31,1680,240,ZZ,R,K,C,ZZ,K,B,E,B,94.0,5.0,7.0,999,11.0,Renewed
1777,2106924,Illinois,2017-05-31,1680,240,ZZ,ZZ,E,A,C,L,B,G,C,89.0,3.0,7.0,999,11.0,Renewed
1780,2138745,Michigan,2017-05-31,1680,240,ZZ,R,B,D,C,E,C,E,B,336.0,1.0,7.0,999,11.0,Renewed
1782,2284545,Alabama,2017-05-31,4200,600,ZZ,U,G,H,C,L,B,G,D,295.0,4.0,7.0,999,11.0,Renewed
1785,2227605,Texas,2017-05-31,2100,300,ZZ,R,F,C,C,I,B,E,C,107.0,5.0,7.0,999,11.0,Renewed
1790,5588949,Alabama,2017-05-31,7000,1000,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Renewed
1793,7369791,Texas,2017-05-31,3339,477,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
1795,7544244,Texas,2017-05-31,3360,480,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
1796,10403694,Florida,2017-05-31,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
1800,9890106,California,2017-05-31,2450,350,ZZ,U,K,K,D,B,D,Z,Z,448.0,1.0,7.0,999,11.0,Renewed
1801,1111767,Missouri,2017-06-30,2905,415,ZZ,T,B,G,B,L,B,H,C,351.0,2.0,7.0,999,11.0,Renewed
1802,1113258,Texas,2017-06-30,4165,595,ZZ,U,G,I,C,N,B,G,E,340.0,5.0,7.0,999,11.0,Renewed
1805,945294,South Dakota,2017-06-30,1680,240,ZZ,R,C,F,B,J,B,E,B,52.0,3.0,7.0,999,11.0,Renewed
1807,956523,Texas,2017-06-30,3633,519,ZZ,U,F,H,D,C,C,G,E,449.0,3.0,7.0,999,11.0,Renewed
1813,908940,Rhode Island,2017-06-30,2485,355,ZZ,R,E,E,B,O,B,Z,Z,78.0,5.0,7.0,999,11.0,Renewed
1814,909717,Oklahoma,2017-06-30,3325,475,ZZ,R,E,E,B,I,B,E,C,321.0,2.0,7.0,999,11.0,Renewed
1815,901542,Alaska,2017-06-30,1680,240,ZZ,R,H,E,C,Z,D,E,D,71.0,5.0,7.0,999,11.0,Renewed
1816,901728,Alaska,2017-06-30,1680,240,ZZ,R,H,E,C,E,D,E,D,226.0,5.0,7.0,999,11.0,Renewed
1817,901803,Alaska,2017-06-30,1680,240,ZZ,R,F,E,D,H,D,E,C,173.0,5.0,7.0,999,11.0,Renewed
1818,901050,Alaska,2017-06-30,1680,240,ZZ,R,H,E,C,F,D,E,D,115.0,5.0,7.0,999,11.0,Renewed
1819,902178,Alaska,2017-06-30,1680,240,ZZ,R,F,E,D,Z,D,E,C,47.0,5.0,7.0,999,11.0,Renewed
1820,916668,Texas,2017-06-30,4200,600,ZZ,U,G,I,C,K,B,G,E,101.0,3.0,7.0,999,11.0,Renewed
1822,931131,West Virginia,2017-06-30,4480,640,ZZ,ZZ,A,G,C,D,B,G,D,472.0,3.0,7.0,999,11.0,Renewed
1823,932598,Georgia,2017-06-30,4277,611,ZZ,R,C,H,C,J,C,G,D,631.0,1.0,7.0,999,11.0,Renewed
1824,941211,Iowa,2017-06-30,1680,240,ZZ,R,D,C,B,J,B,Z,Z,108.0,2.0,7.0,999,11.0,Renewed
1827,1115472,Kentucky,2017-06-30,3850,550,ZZ,R,D,H,C,K,B,G,D,196.0,3.0,7.0,999,11.0,Renewed
1828,1114656,New York,2017-06-30,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
1829,1126833,California,2017-06-30,4445,635,ZZ,S,F,H,B,O,A,D,A,270.0,3.0,7.0,999,11.0,Renewed
1830,1127223,Washington,2017-06-30,1981,283,ZZ,S,E,G,B,O,B,E,D,150.0,5.0,7.0,999,11.0,Renewed
1831,1123587,Ohio,2017-06-30,1680,240,ZZ,S,E,H,D,C,D,H,C,307.0,3.0,7.0,999,11.0,Renewed
1832,1123785,Ohio,2017-06-30,1680,240,ZZ,U,ZZ,ZZ,ZZ,N,ZZ,ZZ,ZZ,0.0,3.0,7.0,999,11.0,Renewed
1833,1124190,California,2017-06-30,2800,400,ZZ,S,H,I,C,P,C,D,A,479.0,5.0,7.0,999,11.0,Renewed
1837,1117854,Texas,2017-06-30,2646,378,ZZ,U,G,I,C,N,B,G,E,482.0,5.0,7.0,999,11.0,Renewed
1841,893997,Washington,2017-06-30,3920,560,ZZ,S,G,G,C,J,B,E,D,309.0,1.0,7.0,999,11.0,Renewed
1842,894042,Washington,2017-06-30,3430,490,ZZ,S,G,G,C,J,B,E,D,337.0,1.0,7.0,999,11.0,Renewed
1843,894480,Washington,2017-06-30,1680,240,ZZ,U,ZZ,ZZ,ZZ,H,ZZ,ZZ,ZZ,0.0,2.0,7.0,999,11.0,Renewed
1845,892947,Washington,2017-06-30,1925,275,ZZ,T,E,G,C,F,C,F,D,255.0,2.0,7.0,999,11.0,Renewed
1846,892212,Washington,2017-06-30,1750,250,ZZ,U,ZZ,ZZ,ZZ,M,ZZ,ZZ,ZZ,0.0,4.0,7.0,999,11.0,Renewed
1858,888561,Washington,2017-06-30,2380,340,ZZ,U,F,G,C,N,B,E,D,66.0,2.0,7.0,999,11.0,Renewed
1860,865923,California,2017-06-30,1680,240,ZZ,U,ZZ,ZZ,ZZ,H,ZZ,ZZ,ZZ,0.0,1.0,7.0,999,11.0,Renewed
1863,864768,California,2017-06-30,1680,240,ZZ,T,ZZ,ZZ,ZZ,K,ZZ,ZZ,ZZ,0.0,3.0,7.0,999,11.0,Renewed
1865,863883,California,2017-06-30,2289,327,ZZ,U,D,E,D,E,C,G,E,457.0,3.0,7.0,999,11.0,Renewed
1866,862143,California,2017-06-30,2800,400,ZZ,U,K,F,B,P,A,E,D,165.0,5.0,7.0,999,11.0,Renewed
1868,862461,California,2017-06-30,1960,280,ZZ,U,ZZ,ZZ,ZZ,J,ZZ,ZZ,ZZ,0.0,3.0,7.0,999,11.0,Renewed
1870,866187,California,2017-06-30,2100,300,ZZ,U,F,E,D,H,C,E,D,275.0,3.0,7.0,999,11.0,Renewed
1871,866256,California,2017-06-30,2100,300,ZZ,U,F,E,D,H,C,E,D,378.0,3.0,7.0,999,11.0,Renewed
1875,875559,Oregon,2017-06-30,2800,400,ZZ,U,H,E,C,I,C,C,A,454.0,4.0,7.0,999,11.0,Renewed
1876,854748,California,2017-06-30,4970,710,ZZ,S,H,G,C,N,B,D,A,449.0,5.0,7.0,999,11.0,Renewed
1879,855825,California,2017-06-30,3500,500,ZZ,S,B,G,C,M,B,E,D,314.0,4.0,7.0,999,11.0,Renewed
1880,852717,California,2017-06-30,2800,400,ZZ,U,H,H,D,D,D,D,A,463.0,2.0,7.0,999,11.0,Renewed
1881,852864,California,2017-06-30,2443,349,ZZ,U,H,H,D,C,D,D,A,478.0,3.0,7.0,999,11.0,Renewed
1882,852912,California,2017-06-30,3150,450,ZZ,U,H,H,D,C,D,D,A,515.0,3.0,7.0,999,11.0,Renewed
1884,853170,California,2017-06-30,3500,500,ZZ,U,H,H,D,E,D,D,A,449.0,2.0,7.0,999,11.0,Renewed
1885,853392,California,2017-06-30,2380,340,ZZ,R,E,K,C,H,B,F,E,168.0,2.0,7.0,999,11.0,Renewed
1886,853422,California,2017-06-30,3850,550,ZZ,U,H,E,C,N,A,E,D,229.0,3.0,7.0,999,11.0,Renewed
1887,853599,California,2017-06-30,2100,300,ZZ,R,E,K,C,N,B,F,E,247.0,5.0,7.0,999,11.0,Renewed
1889,858336,California,2017-06-30,2520,360,ZZ,T,F,A,C,K,B,Z,Z,151.0,2.0,7.0,999,11.0,Renewed
1890,856341,California,2017-06-30,3759,537,ZZ,S,G,H,C,G,B,D,A,448.0,1.0,7.0,999,11.0,Renewed
1891,856962,California,2017-06-30,1757,251,ZZ,S,E,A,C,L,C,G,E,377.0,5.0,7.0,999,11.0,Renewed
1892,857382,California,2017-06-30,2338,334,ZZ,T,D,F,C,L,C,H,D,169.0,3.0,7.0,999,11.0,Renewed
1893,857547,California,2017-06-30,2625,375,ZZ,ZZ,E,H,C,Z,B,F,D,75.0,2.0,7.0,999,11.0,Renewed
1895,861417,California,2017-06-30,3325,475,ZZ,S,F,G,B,O,A,A,A,198.0,5.0,7.0,999,11.0,Renewed
1896,820377,California,2017-06-30,1680,240,ZZ,U,ZZ,ZZ,ZZ,P,ZZ,ZZ,ZZ,0.0,4.0,7.0,999,11.0,Renewed
1907,823887,California,2017-06-30,3500,500,ZZ,U,G,H,B,L,A,D,A,330.0,2.0,7.0,999,11.0,Renewed
1908,823914,California,2017-06-30,1750,250,ZZ,U,G,H,B,O,A,D,A,96.0,4.0,7.0,999,11.0,Renewed
1912,826533,California,2017-06-30,3640,520,ZZ,S,D,F,C,J,B,E,D,305.0,1.0,7.0,999,11.0,Renewed
1913,808722,California,2017-06-30,7700,1100,ZZ,S,G,H,C,N,B,D,A,823.0,4.0,7.0,999,11.0,Renewed
1914,812844,California,2017-06-30,3850,550,ZZ,S,F,H,D,G,D,D,A,634.0,3.0,7.0,999,11.0,Renewed
1916,814461,California,2017-06-30,3150,450,ZZ,S,H,I,C,O,C,D,A,493.0,5.0,7.0,999,11.0,Renewed
1917,814575,California,2017-06-30,5880,840,ZZ,S,H,I,C,I,C,D,A,841.0,3.0,7.0,999,11.0,Renewed
1918,814650,California,2017-06-30,2247,321,ZZ,S,H,I,C,P,C,D,A,433.0,5.0,7.0,999,11.0,Renewed
1919,814722,California,2017-06-30,3395,485,ZZ,S,H,I,C,O,C,D,A,497.0,5.0,7.0,999,11.0,Renewed
1920,814827,California,2017-06-30,4550,650,ZZ,S,H,H,C,H,B,D,A,567.0,1.0,7.0,999,11.0,Renewed
1921,814941,California,2017-06-30,4200,600,ZZ,S,H,H,C,H,B,D,A,460.0,1.0,7.0,999,11.0,Renewed
1922,814995,California,2017-06-30,4200,600,ZZ,ZZ,I,H,D,M,D,D,A,750.0,5.0,7.0,999,11.0,Renewed
1923,813987,California,2017-06-30,4060,580,ZZ,T,G,G,C,H,C,E,D,513.0,4.0,7.0,999,11.0,Renewed
1924,814161,California,2017-06-30,4970,710,ZZ,S,G,H,C,K,B,D,A,779.0,3.0,7.0,999,11.0,Renewed
1925,815475,California,2017-06-30,8750,1250,ZZ,S,H,H,C,I,C,D,A,1104.0,3.0,7.0,999,11.0,Renewed
1926,815550,California,2017-06-30,3500,500,ZZ,S,H,H,C,I,C,D,A,512.0,3.0,7.0,999,11.0,Renewed
1927,815616,California,2017-06-30,4200,600,ZZ,S,H,H,C,I,C,D,A,621.0,3.0,7.0,999,11.0,Renewed
1928,815667,California,2017-06-30,2800,400,ZZ,S,H,H,C,P,C,D,A,338.0,5.0,7.0,999,11.0,Renewed
1930,816171,California,2017-06-30,5852,836,ZZ,U,I,H,D,E,D,D,A,792.0,5.0,7.0,999,11.0,Renewed
1932,816549,California,2017-06-30,2800,400,ZZ,U,I,H,D,C,D,D,A,467.0,4.0,7.0,999,11.0,Renewed
1933,816927,California,2017-06-30,3640,520,ZZ,U,H,G,C,L,B,D,A,531.0,4.0,7.0,999,11.0,Renewed
1934,817608,California,2017-06-30,5950,850,ZZ,S,G,H,C,B,C,D,A,1001.0,1.0,7.0,999,11.0,Renewed
1935,817683,California,2017-06-30,7280,1040,ZZ,S,G,H,C,H,C,D,A,699.0,3.0,7.0,999,11.0,Renewed
1936,818568,California,2017-06-30,2597,371,ZZ,S,E,E,B,O,A,C,A,194.0,2.0,7.0,999,11.0,Renewed
1937,818781,California,2017-06-30,3780,540,ZZ,S,G,H,C,P,C,D,A,509.0,5.0,7.0,999,11.0,Renewed
1939,846588,California,2017-06-30,1680,240,ZZ,U,H,H,C,C,C,D,A,308.0,2.0,7.0,999,11.0,Renewed
1941,849144,California,2017-06-30,3850,550,ZZ,S,G,G,C,P,B,H,H,363.0,4.0,7.0,999,11.0,Renewed
1942,850569,California,2017-06-30,1680,240,ZZ,U,ZZ,ZZ,ZZ,L,ZZ,ZZ,ZZ,0.0,3.0,7.0,999,11.0,Renewed
1943,835515,California,2017-06-30,1680,240,ZZ,S,E,F,A,Q,A,D,C,25.0,4.0,7.0,999,11.0,Renewed
1944,834525,California,2017-06-30,4662,666,ZZ,U,G,F,C,G,C,E,D,776.0,3.0,7.0,999,11.0,Renewed
1945,834555,California,2017-06-30,4662,666,ZZ,U,G,F,C,G,C,E,D,611.0,3.0,7.0,999,11.0,Renewed
1946,834861,California,2017-06-30,1806,258,ZZ,R,E,G,B,N,A,E,C,39.0,5.0,7.0,999,11.0,Renewed
1947,841737,California,2017-06-30,3850,550,ZZ,U,F,G,B,L,A,A,A,132.0,4.0,7.0,999,11.0,Renewed
1948,842184,California,2017-06-30,8050,1150,ZZ,S,H,H,B,Q,A,D,A,21.0,5.0,7.0,999,11.0,Renewed
1949,842409,California,2017-06-30,3150,450,ZZ,U,H,H,C,M,B,D,A,401.0,3.0,7.0,999,11.0,Renewed
1964,829113,California,2017-06-30,1680,240,ZZ,S,G,H,C,L,B,Z,Z,578.0,3.0,7.0,999,11.0,Not Renewed
1965,829161,California,2017-06-30,2030,290,ZZ,S,G,H,C,L,B,Z,Z,126.0,3.0,7.0,999,11.0,Renewed
